Id,Ship Date,Deliv Date,Trailer Number,Equipment,UPPER([Driver]),UPPER([Truck Number]),Cons City,Cons State,Con Zip,Ship City,Ship State,Ship Zip,Max. Miles,Max. Total Carr Adj,Max. Total Cust Rate,WordParam,DateParam
1482009,1/25/2018,1/25/2018,ETA 1/26,40 STD,OOLU,IMPORT,ANTWERP,OH,45813,ELWOOD,IL,60421,199,2200,2500,ETA,1/26/2018
1482019,1/26/2018,1/31/2018,ETA 1/22,40 HC,COSCO,IMPORT,SHELOCTA,PA,15774,PITTSBURGH,PA,15200,0,800,1000,ETA,1/22/2018
1482029,1/30/2018,2/5/2018,eta 1/31,20FT CONTAINER,MAERSK,IMPORT,ROSELLE,IL,60172,HARVEY,IL,60426,40,1200,1500,eta,1/31/2018
1482036,1/25/2018,1/25/2018,ETA 2/04,40 HC,COSCO,IMPORT,EAST HAVEN,CT,6512,BOSTON,MA,2127,147,1500,1800,ETA,2/4/2018
1482044,1/25/2018,1/25/2018,ETA 2/04,40 HC,COSCO,IMPORT,EAST HAVEN,CT,6512,BOSTON,MA,2127,147,1500,1800,ETA,2/4/2018
1482051,1/25/2018,1/25/2018,ETA 2/12,20FT CONTAINER,CMA,IMPORT,OLIVE BRANCH,MS,38654,MARION,AR,72364,33,700,800,ETA,2/12/2018
1482059,1/25/2018,1/25/2018,ETA 2/03,40 HC,MSC,IMPORT,JACKSONVILLE,FL,32254,JACKSONVILLE,FL,32226,23,500,600,ETA,2/3/2018
1482090,1/25/2018,1/26/2018,ETA 1/19,40FT CONTAINER,CMA,IMPORT,LEWISVILLE,TX,75056,HASLET,TX,76052,47,700,900,ETA,1/19/2018
1482093,1/25/2018,1/25/2018,ETA 2/03,40 HC,MSC,IMPORT,ORLANDO,FL,32810,JACKSONVILLE,FL,32226,148,1200,1300,ETA,2/3/2018
1482095,1/25/2018,1/26/2018,ETA 1/19,40 HC,HYUNDAI,IMPORT,LEWISVILLE,TX,75056,HASLET,TX,76052,47,700,900,ETA,1/19/2018
1482111,1/26/2018,1/30/2018,ETA 1/25,20FT CONTAINER,HAMBURG,IMPORT,STRATFORD,CT,6615,STATEN ISLAND,NY,10303,85,1800,1900,ETA,1/25/2018
1482113,1/25/2018,1/25/2018,ETA 2/12,40 HC,OOCL,IMPORT,RUSSELLVILLE,AR,72802,MEMPHIS,TN,38118,219,1500,1600,ETA,2/12/2018
1482118,1/25/2018,1/25/2018,ETA 2/12,40 HC,OOCL,IMPORT,FORT SMITH,AR,72901,MEMPHIS,TN,72364,284,2000,2100,ETA,2/12/2018
1482132,1/25/2018,1/25/2018,ETA 2/01,40 HC,MOL,IMPORT,ORLANDO,FL,32824,JACKSONVILLE,FL,32226,163,1100,1100,ETA,2/1/2018
1482135,1/25/2018,1/25/2018,ETA 2/01,40 HC,MOL,IMPORT,ORLANDO,FL,32824,JACKSONVILLE,FL,32226,163,1100,1100,ETA,2/1/2018
1482136,1/25/2018,1/25/2018,ETA 2/01,40 HC,MOL,IMPORT,ORLANDO,FL,32824,JACKSONVILLE,FL,32226,163,1100,1100,ETA,2/1/2018
1482140,1/25/2018,1/25/2018,ETA 2/01,40 HC,OOCL,IMPORT,MANASSAS,VA,20110,NORFOLK,VA,23502,184,1700,2000,ETA,2/1/2018
1482142,1/25/2018,1/25/2018,ETA 2/01,40 HC,OOCL,IMPORT,WINSTON SALEM,NC,27106,NORFOLK,VA,23502,276,2200,2500,ETA,2/1/2018
1482145,1/25/2018,1/25/2018,ETA 2/09,40 HC,OOCL,IMPORT,HAZELWOOD,MO,63042,ST LOUIS,MO,63147,14,1100,1300,ETA,2/9/2018
1482149,1/25/2018,1/25/2018,ETA 2/08,40FT CONTAINER,COSCO,IMPORT,HARTINGTON,NE,68739,OMAHA,NE,51503,156,1600,2400,ETA,2/8/2018
1482153,1/25/2018,2/6/2018,ETA 1/31,40 HC,COSCO,IMPORT,RALEIGH,NC,27610,NORFOLK,VA,23502,186,1700,2100,ETA,1/31/2018
1482155,1/25/2018,1/25/2018,ETA 1/29,40 HC,OOCL,IMPORT,EAST HAVEN,CT,6512,ELIZABETH,NJ,7201,100,1800,2100,ETA,1/29/2018
1482156,1/25/2018,1/25/2018,ETA 1/29,40 HC,OOCL,IMPORT,EAST HAVEN,CT,6512,ELIZABETH,NJ,7201,100,2000,2200,ETA,1/29/2018
1482353,1/25/2018,1/29/2018,ETA 1/16,40 HC,APL,IMPORT,FARMERS BRANCH,TX,75234,WILMER,TX,75172,33,600,700,ETA,1/16/2018
1482359,1/25/2018,1/29/2018,ETA 1/16,40 HC,APL,IMPORT,FARMERS BRANCH,TX,75234,WILMER,TX,75172,33,600,800,ETA,1/16/2018
1482361,1/25/2018,1/29/2018,ETA 1/16,40 HC,APL,IMPORT,FARMERS BRANCH,TX,75234,WILMER,TX,75172,33,600,700,ETA,1/16/2018
1482365,1/25/2018,1/29/2018,ETA 1/16,40 HC,APL,IMPORT,FARMERS BRANCH,TX,75234,WILMER,TX,75172,33,600,700,ETA,1/16/2018
1482532,1/30/2018,2/1/2018,CUT 2/1/18,40 HC,MOL,EXPORT,ATLANTA,GA,30336,ATLANTA,GA,30301,11,700,900,CUT,2/1/2018
1482535,1/30/2018,2/1/2018,CUT 2/1/18,40 HC,MOL,EXPORT,ATLANTA,GA,30336,ATLANTA,GA,30301,11,700,900,CUT,2/1/2018
1482556,1/29/2018,1/29/2018,ETA 1/27,40 HC,HAPAG,IMPORT,TACOMA,WA,98021,TACOMA,WA,98421,48,1100,1200,ETA,1/27/2018
1482567,1/29/2018,1/29/2018,ETA 1/27,40 HC,HAPAG,IMPORT,TACOMA,WA,98021,TACOMA,WA,98421,48,1300,1400,ETA,1/27/2018
1482572,1/29/2018,1/29/2018,eta 1/27,40 HC,HAPAG,IMPORT,TACOMA,WA,98021,TACOMA,WA,98421,48,1200,1400,eta,1/27/2018
1482586,1/30/2018,2/1/2018,CUT 2/1,40 HC,ZIM,EXPORT,DEL RIO,TX,78840,GALENA PARK,TX,77547,361,2900,3400,CUT,2/1/2018
1482628,1/31/2018,2/2/2018,CUT 2/2,40FT REEFER,CMA,EXPORT,MARION,NC,28752,SAVVANNAH,GA,31408,312,2600,3100,CUT,2/2/2018
1482630,1/30/2018,1/30/2018,CUT 2/1,40 HC,NYK,EXPORT,DEL RIO,TX,78840,GALENA PARK,TX,77547,361,2900,3400,CUT,2/1/2018
1482647,1/25/2018,1/26/2018,ETA 1/24,40 HC,CMA,IMPORT,MEMPHIS,TN,38112,MEMPHIS,TN,38118,13,700,1000,ETA,1/24/2018
1482656,2/1/2018,2/1/2018,CUT 2/1,40 HC,ZIM,EXPORT,DEL RIO,TX,78840,GALENA PARK,TX,77547,361,2900,3400,CUT,2/1/2018
1482683,1/31/2018,1/31/2018,CUT 2/7,40 HC,MSC,EXPORT,ORLANDO,FL,32809,JACKSONVILLE,FL,32206,148,1000,1200,CUT,2/7/2018
1482689,1/30/2018,1/31/2018,CUT 2/7,40 HC,MSC,EXPORT,ORLANDO,FL,32809,JACKSONVILLE,FL,32206,148,1000,1200,CUT,2/7/2018
1482711,1/25/2018,1/29/2018,ETA 1/24,40 HC,MSC,IMPORT,WYNDMOOR,PA,19038,ELIZABETH,NJ,7201,77,1500,1900,ETA,1/24/2018
1482741,2/5/2018,2/5/2018,CUT 2/13,40 STD,KLINE,EXPORT,JASPER,TN,37347,AUSTELL,GA,30106,136,1200,1500,CUT,2/13/2018
1482763,1/30/2018,2/1/2018,CUT 2/1,20 STD,MSC,EXPORT,STOCKTON,CA,95205,OAKLAND,CA,94607,76,1100,1200,CUT,2/1/2018
1482787,2/14/2018,2/16/2018,ETA 1/30,40 STD,HYUNDAI,IMPORT,PINEY FLATS,TN,37686,FAIRBURN,GA,30213,300,2200,2500,ETA,1/30/2018
1482820,1/31/2018,2/1/2018,CUT 2/02,20 STD,HAPAG LLOYD,EXPORT,STATESVILLE,NC,28625,NORTH CHARLESTON,SC,29406,240,1700,2200,CUT,2/2/2018
1482868,1/29/2018,2/2/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3300,3500,ETA,1/29/2018
1482872,1/25/2018,2/6/2018,ETA 1/29,20FT CONTAINER,YANG MING,IMPORT,LANGHORNE,PA,19047,JERSEY CITY,NJ,7305,68,1000,1300,ETA,1/29/2018
1482892,2/7/2018,2/12/2018,ETA 2/7,40FT CONTAINER,OOCL,IMPORT,INDIANAPOLIS,IN,46219,JOLIET,IL,60636,186,1700,1900,ETA,2/7/2018
1482894,2/7/2018,2/13/2018,ETA 2/7,40FT CONTAINER,OOCL,IMPORT,INDIANAPOLIS,IN,46219,JOLIET,IL,60432,196,1700,1900,ETA,2/7/2018
1482949,1/29/2018,1/30/2018,ETA 1/26,20FT CONTAINER,CMA,IMPORT,MALAKOFF,TX,75148,HOUSTON,TX,0,0,1800,2200,ETA,1/26/2018
1482985,2/13/2018,2/13/2018,CUT 2/15,20FT CONTAINER,MAERSK,EXPORT,YORK,PA,17406,BALTIMORE,MD,21224,64,1200,1400,CUT,2/15/2018
1482992,1/25/2018,2/1/2018,ETA 1/22,40FT REEFER,MSC,IMPORT,MEMPHIS,TN,38141,SAVANNAH,GA,31408,620,5500,7100,ETA,1/22/2018
1482995,1/29/2018,2/5/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3300,3500,ETA,1/29/2018
1482996,1/29/2018,2/2/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3300,3500,ETA,1/29/2018
1482997,1/29/2018,2/7/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3200,3400,ETA,1/29/2018
1482998,1/29/2018,2/9/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3300,3500,ETA,1/29/2018
1482999,1/29/2018,2/5/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3300,3500,ETA,1/29/2018
1483000,1/29/2018,2/6/2018,ETA 1/29,40FT CONTAINER,MAERSK,IMPORT,NASHVILLE,TN,37211,GARDEN CITY,GA,31408,498,3200,3400,ETA,1/29/2018
1483007,1/29/2018,2/1/2018,CUT 2/02,40FT CONTAINER,HAPAG,EXPORT,GROVEPORT,OH,43125,COLUMBUS,OH,43217,7,600,900,CUT,2/2/2018
1483024,2/12/2018,2/13/2018,CUT 2/15,40 STD,COSCO,EXPORT,VAN BUREN,MO,63965,MEMPHIS,TN,38109,206,1500,1500,CUT,2/15/2018
1483026,2/12/2018,2/15/2018,CUT 2/15,40 STD,COSCO,EXPORT,VAN BUREN,MO,63965,MEMPHIS,TN,38109,206,1900,1900,CUT,2/15/2018
1483037,1/25/2018,2/2/2018,ETA 1/22,40FT REEFER,MSC,IMPORT,MEMPHIS,TN,38141,SAVANNAH,GA,31408,620,5500,7100,ETA,1/22/2018
1483077,1/25/2018,1/25/2018,ETA 2/12,40 HC,COSCO,IMPORT,LONGVIEW,TX,75607,WILMER,TX,76052,1092,1700,2000,ETA,2/12/2018
1483092,2/9/2018,2/12/2018,CUT 2/12,40 STD,COSCO,EXPORT,RAYMONDVILLE,MO,65555,MEMPHIS,TN,38109,254,1800,1800,CUT,2/12/2018
1483142,1/26/2018,1/29/2018,ETA 1/28,20FT CONTAINER,COSCO,IMPORT,BROOK PARK,OH,44142,CLEVELAND,OH,44125,14,1000,1300,ETA,1/28/2018
1483150,2/1/2018,2/1/2018,CUT 2/2,40 STD,YANG MING,EXPORT,ALTON,MO,65606,MEMPHIS,TN,38109,169,1400,1400,CUT,2/2/2018
1483218,1/25/2018,2/5/2018,ETA 1/26,40 HC,MSC,IMPORT,OWOSSO,MI,48867,DETROIT,MI,48209,96,1300,1700,ETA,1/26/2018
1483226,1/25/2018,1/30/2018,eta 1/25,40 HC,MSC,IMPORT,TOLEDO,OH,43615,DETROIT,MI,48209,61,1100,1200,eta,1/25/2018
1483234,1/30/2018,2/1/2018,CUT 1/31,45 HC,HAPAG,EXPORT,MOORE,SC,29369,PT PLEASANT,SC,29461,188,1600,2000,CUT,1/31/2018
1483243,1/30/2018,2/1/2018,CUT 1/31,45 HC,HAPAG,EXPORT,MOORE,SC,29369,PT PLEASANT,SC,29461,188,1600,2000,CUT,1/31/2018
1483266,1/29/2018,2/23/2018,eta 1/25,20 STD,MSC,IMPORT,SANTA FE SPRINGS,CA,90670,LOS ANGELES,CA,90731,24,4000,4200,eta,1/25/2018
1483307,1/31/2018,2/7/2018,ETA 1/20,40 HC,APL,IMPORT,MILLBROOK,AL,36054,AUSTELL,GA,30106-7401,179,1400,1700,ETA,1/20/2018
1483324,1/25/2018,2/8/2018,ETA 1/25,40 HC,MSC,IMPORT,GRAND RAPIDS,MI,49512,DETROIT,MI,48220,143,1600,1900,ETA,1/25/2018
1483337,1/25/2018,2/13/2018,eta 1/25,40 HC,MSC,IMPORT,GRAND RAPIDS,MI,49512,DETROIT,MI,48220,143,1900,1800,eta,1/25/2018
1483338,1/25/2018,2/12/2018,ETA 1/25,40 HC,MSC,IMPORT,GRAND RAPIDS,MI,49512,DETROIT,MI,48220,143,1800,2100,ETA,1/25/2018
1483448,1/29/2018,1/31/2018,ETA 1/26,20FT CONTAINER,CMA,IMPORT,FOLEY,AL,36535,MOBILE,AL,36601,40,600,800,ETA,1/26/2018
1483451,2/21/2018,2/21/2018,ETA 1/17,20FT CONTAINER,EVERGREEN,IMPORT,MORRISVILLE,NC,27560,PORTSMOUTH,VA,23703,196,1300,1500,ETA,1/17/2018
1483462,1/25/2018,1/29/2018,ETA 1/22,20FT CONTAINER,MSC,IMPORT,EL PASO,TX,79904,SANTA TERESA,NM,88008,26,1100,1400,ETA,1/22/2018
1483493,1/26/2018,2/5/2018,ETA 1/26,20 STD,YM,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1200,1600,ETA,1/26/2018
1483497,1/31/2018,2/1/2018,CUT 2/2,40 HC,NYK,EXPORT,SAVANNAH,GA,31408,ATLANTA,GA,30354,243,1800,2000,CUT,2/2/2018
1483510,1/31/2018,1/31/2018,CUT 2/2,40 HC,NYK,EXPORT,SAVANNAH,GA,31408,ATLANTA,GA,30354,243,1800,2000,CUT,2/2/2018
1483566,1/26/2018,2/6/2018,ETA 1/26,20 STD,YM,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1300,1600,ETA,1/26/2018
1483567,1/26/2018,2/5/2018,ETA 1/26,20 STD,YM,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1200,1600,ETA,1/26/2018
1483571,1/26/2018,1/29/2018,ETA 1/22,20FT CONTAINER,MCS,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/22/2018
1483622,1/25/2018,1/25/2018,ETA 1/31,40 HC,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,800,1000,ETA,1/31/2018
1483628,1/25/2018,1/25/2018,ETA 1/31,20FT CONTAINER,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,800,1000,ETA,1/31/2018
1483635,1/25/2018,2/2/2018,CUT 02/01,40 HC,SM LINE,EXPORT,MOUNT PROSPECT,IL,60056,JOLIET,IL,0,0,1500,1800,CUT,2/1/2018
1483637,1/25/2018,1/25/2018,ETA 1/31,20FT CONTAINER,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,800,1000,ETA,1/31/2018
1483642,1/26/2018,1/29/2018,ETA 1/22,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,900,900,ETA,1/22/2018
1483657,1/26/2018,1/30/2018,ETA 1/23,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/23/2018
1483662,1/26/2018,1/29/2018,ETA 1/23,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/23/2018
1483664,1/25/2018,1/25/2018,ETA 1/31,20FT CONTAINER,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,800,1000,ETA,1/31/2018
1483671,1/25/2018,1/25/2018,ETA 1/31,20FT CONTAINER,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,800,1000,ETA,1/31/2018
1483676,1/26/2018,1/31/2018,ETA 1/25,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/25/2018
1483691,1/25/2018,1/25/2018,ETA 1/31,40FT CONTAINER,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,800,1000,ETA,1/31/2018
1483692,1/26/2018,1/31/2018,ETA 1/25,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/25/2018
1483715,1/25/2018,1/25/2018,ETA 1/31,20FT CONTAINER,ACL,IMPORT,GOOSE CREEK,SC,29445,N CHARLESTON,SC,29406,6,700,700,ETA,1/31/2018
1483731,2/1/2018,2/1/2018,CUT 2/06,20FT CONTAINER,HAPAG LLOYD,EXPORT,GARDEN CITY,GA,31408,JACKSONVILLE,FL,32254,143,2800,1600,CUT,2/6/2018
1483745,2/1/2018,2/9/2018,ETA 2/1,40 STD,MAERSK,IMPORT,MECHANICSBURG,PA,17055,BALTIMORE,MD,21224,87,1200,1300,ETA,2/1/2018
1483756,1/30/2018,1/30/2018,CUT 2/02,40FT CONTAINER,YANG MING,EXPORT,WOOD DALE,IL,60191,ELWOOD,IL,60421,46,800,1000,CUT,2/2/2018
1483772,1/30/2018,1/30/2018,ETA 1/27,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,1/27/2018
1483781,1/31/2018,2/1/2018,CUT 2/02,40FT CONTAINER,YANG MING,EXPORT,WOOD DALE,IL,60191,ELWOOD,IL,60421,46,800,1000,CUT,2/2/2018
1483785,1/31/2018,1/31/2018,CUT 2/02,40FT CONTAINER,YANG MING,EXPORT,WOOD DALE,IL,60191,ELWOOD,IL,60421,46,800,1000,CUT,2/2/2018
1483791,1/25/2018,2/6/2018,eta 1/29,20FT CONTAINER,COSCO,IMPORT,OSSIAN,IN,46777,HARVEY,IL,60426,171,1700,2000,eta,1/29/2018
1483796,1/25/2018,1/25/2018,ETA 2/06,40 HC,OOCL,IMPORT,TAYLOR,MI,48180,DETROIT,MI,48126,10,1100,1500,ETA,2/6/2018
1483801,1/25/2018,1/25/2018,ETA 2/08,40 HC,COSCO,IMPORT,ALLEN PARK,MI,48101,DETROIT,MI,48174,13,600,800,ETA,2/8/2018
1483809,1/25/2018,1/25/2018,ETA 2/06,40FT CONTAINER,OOCL,IMPORT,MARNE,MI,49435,DETROIT,MI,48174,163,1500,1700,ETA,2/6/2018
1483817,1/30/2018,1/30/2018,ETA 1/27,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,1/27/2018
1483819,1/30/2018,1/31/2018,ETA 1/27,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,1/27/2018
1483868,1/26/2018,1/31/2018,ETA 1/24,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/24/2018
1483880,1/26/2018,2/6/2018,ETA 1/26,40 STD,HAPAG,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1300,1600,ETA,1/26/2018
1483881,1/26/2018,1/26/2018,cut 1/29,40 HC,HAPAG,EXPORT,VIRGINIA BEACH,VA,23455,NORFOLK,VA,23505,12,700,0,cut,1/29/2018
1483902,1/26/2018,2/7/2018,ETA 1/26,40 STD,HAPAG,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1300,1600,ETA,1/26/2018
1483903,1/26/2018,2/6/2018,ETA 1/26,40 STD,HAPAG,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1300,1600,ETA,1/26/2018
1483904,1/26/2018,2/7/2018,ETA 1/26,40 STD,HAPAG,IMPORT,SWEPSONVILLE,NC,27359,WILMINGTON,NC,28401,187,1300,1600,ETA,1/26/2018
1483915,1/26/2018,1/31/2018,ETA 1/24,20FT CONTAINER,MSC,IMPORT,AURORA,IL,60504,CHICAGO,IL,60421,31,800,900,ETA,1/24/2018
1483922,2/12/2018,2/19/2018,ETA 2/11,40 HC,MAERSK,IMPORT,ELLWOOD CITY,PA,16117,BALTIMORE,MD,21224,285,2300,2700,ETA,2/11/2018
1483934,1/30/2018,1/31/2018,ETA 1/28,40 STD,CMA,IMPORT,CHARLOTTE,NC,28201,MOUNT PLEASANT,SC,29464,214,1700,1900,ETA,1/28/2018
1483935,1/25/2018,1/26/2018,CUT OFF 1/26,40 HC,SWIRE,EXPORT,VISALIA,CA,93291,LONG BEACH,CA,90802,212,2100,2300,CUT,1/26/2018
1483937,2/1/2018,2/2/2018,ETA 1/30,20FT CONTAINER,HAPAG LLYOD,IMPORT,MCLEANSVILLE,NC,27301,NORFOLK,VA,23503,239,2700,3200,ETA,1/30/2018
1483980,1/26/2018,2/5/2018,ETA 1/28,40FT CONTAINER,MSC,IMPORT,GRAND PRAIRIE,TX,75051,HASLET,TX,76052,37,900,900,ETA,1/28/2018
1484012,2/12/2018,2/16/2018,ETA: 02/09,40 HC,K LINE,IMPORT,NEWNAN,GA,30265,GARDEN CITY,GA,31408,251,1700,2100,ETA,2/9/2018
1484013,1/26/2018,2/2/2018,ETA 1/25,40 HC,COSCO,IMPORT,ATLANTA,GA,30318,SAVANNAH,GA,31408,254,2200,2400,ETA,1/25/2018
1484071,2/3/2018,2/6/2018,ETA 2/03,45 HC,MOL,IMPORT,GRANITE FALLS,NC,28630,MT PLEASANT,SC,29464,268,2100,2400,ETA,2/3/2018
1484128,1/29/2018,2/2/2018,CUT 2/2,40 HC,CMA,EXPORT,INDIANAPOLIS,IN,46219,EVENDALE,OH,45241,109,1200,1300,CUT,2/2/2018
1484144,1/30/2018,1/31/2018,ETA 1/28,40 STD,CMA,IMPORT,AUGUSTA,GA,30901,MOUNT PLEASANT,SC,29464,145,1200,1400,ETA,1/28/2018
1484148,1/30/2018,1/30/2018,CUT 1/30,40 HC,HAPAG,EXPORT,SHARONVILLE,OH,45241,CINCINNATI,OH,45246,6,600,900,CUT,1/30/2018
1484303,2/20/2018,2/21/2018,ETA 2/8,20 STD,PIL,IMPORT,FOWLER,CA,93625,OAKLAND,CA,0,0,1700,1900,ETA,2/8/2018
1484331,2/19/2018,2/20/2018,ETA 2/12,40 HC,YANG MING,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,1000,1100,ETA,2/12/2018
1484334,1/31/2018,2/1/2018,ETA 1/28,40 STD,CMA,IMPORT,AUGUSTA,GA,30901,MOUNT PLEASANT,SC,29464,145,1200,1400,ETA,1/28/2018
1484335,2/13/2018,2/14/2018,eta 2/8,40 HC,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/8/2018
1484338,2/13/2018,2/14/2018,eta 2/8,40 HC,EVERGREEN,IMPORT,FITZGERALD,GA,31750,SAVANNAH,GA,31402,172,900,1000,eta,2/8/2018
1484358,2/1/2018,2/1/2018,eta 1/29,20FT CONTAINER,CANADIAN NATIONAL,IMPORT,POUND,WI,54161,HARVEY,IL,60426,268,2400,3200,eta,1/29/2018
1484387,1/26/2018,2/5/2018,ETA 1/18,20 STD,HAPAG LLOYD,IMPORT,SAVANNAH,GA,31408,SAVANNAH,GA,31408,0,800,1100,ETA,1/18/2018
1484403,2/13/2018,2/14/2018,eta 2/6,40 HC,COSCO,IMPORT,PHOENIX,AZ,85031,SAN PEDRO,CA,TBD,0,3400,3800,eta,2/6/2018
1484414,1/26/2018,1/26/2018,ETA 1/31,20FT CONTAINER,ACL,IMPORT,SMYRNA,TN,37167,N CHARLESTON,SC,29406,535,3600,4000,ETA,1/31/2018
1484424,1/26/2018,1/26/2018,ETA 2/04,40 HC,CMA,IMPORT,WALTERBORO,SC,29488,MOUNT PLEASANT,SC,29464,54,700,800,ETA,2/4/2018
1484459,2/12/2018,2/13/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484461,2/12/2018,2/13/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484462,2/13/2018,2/14/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484463,2/13/2018,2/14/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484464,2/13/2018,2/14/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484465,2/13/2018,2/14/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484466,2/12/2018,2/13/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484467,2/14/2018,2/15/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484468,2/12/2018,2/12/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484469,2/12/2018,2/12/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484470,2/14/2018,2/15/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484471,2/14/2018,2/15/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484472,2/14/2018,2/15/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484473,2/12/2018,2/12/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484474,2/12/2018,2/12/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484475,2/14/2018,2/15/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484476,2/14/2018,2/15/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484477,2/13/2018,2/14/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
1484478,2/12/2018,2/12/2018,eta 2/7,40 HC,COSCO,IMPORT,COOPER,TX,75432,LA PORTE,TX,77571,342,2000,2300,eta,2/7/2018
