Id,Ship Date,Deliv Date,Trailer Number,Equipment,UPPER([Driver]),UPPER([Truck Number]),Cons City,Cons State,Con Zip,Ship City,Ship State,Ship Zip,Max. Miles,Max. Total Carr Adj,Max. Total Cust Rate,WordParam,DateParam
1334377,1/26/2018,1/29/2018,ETA 1/17,20FT CONTAINER,EVERGREEN,IMPORT,MORRISVILLE,NC,27560,PORTSMOUTH,VA,23703,196,1200,1400,ETA,1/17/2018
1334378,1/8/2018,1/24/2018,ETA 1/08,20FT CONTAINER,EVERGREEN,IMPORT,MORRISVILLE,NC,27560,PORTSMOUTH,VA,23703,196,1400,1600,ETA,1/8/2018
1358178,1/16/2018,2/5/2018,CUT 02/08,40 Flat Rack,HAPAG LLOYD,EXPORT,GARDEN CITY,GA,31408,GARDEN CITY,GA,31408,0,3500,5000,CUT,2/8/2018
1374925,1/18/2018,1/22/2018,CUT 1/08,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1900,2300,CUT,1/8/2018
1375193,1/4/2018,1/5/2018,CUT 1/8,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,2000,2300,CUT,1/8/2018
1375231,1/4/2018,1/8/2018,CUT 1/8,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1900,2300,CUT,1/8/2018
1375240,1/4/2018,1/5/2018,CUT 1/8,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1800,2200,CUT,1/8/2018
1375246,1/18/2018,1/19/2018,CUT 1/8,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1900,2300,CUT,1/8/2018
1375275,1/4/2018,1/5/2018,CUT 1/8,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1800,2200,CUT,1/8/2018
1382964,1/2/2018,1/3/2018,ETA 12/11,40 STD,HAPAG LLOYD,IMPORT,SEYMOUR,IN,47274,INDIANAPOLIS,IN,46225,63,600,800,ETA,12/11/2018
1383963,2/20/2018,2/20/2018,ETA 11/29,40FT CONTAINER,MAERSK,IMPORT,NEWARK,NJ,7105,NEWARK,NJ,7105,0,600,2000,ETA,11/29/2018
1390183,1/3/2018,1/17/2018,ETA 12/30,40 HC,HAPAG,IMPORT,DUBLIN,CA,94568,OAKLAND,CA,94607,28,1000,1200,ETA,12/30/2018
1390676,1/6/2018,1/17/2018,ETA 12/30,40FT CONTAINER,HAPAG,IMPORT,DUBLIN,CA,94568,OAKLAND,CA,94607,28,900,1100,ETA,12/30/2018
1392121,1/8/2018,1/9/2018,CUT 1/11,40 STD,OOCL,EXPORT,ALTON,MO,65606,MEMPHIS,TN,38109,169,1300,1300,CUT,1/11/2018
1392273,1/19/2018,1/22/2018,CUT 1/11,20FT CONTAINER,MSC,EXPORT,MASHPEE,MA,6249,SOUTH BOSTON,MA,0,0,1000,1400,CUT,1/11/2018
1395219,1/8/2018,1/9/2018,CUT 1/13,40 STD,CMA,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,1600,1700,CUT,1/13/2018
1395223,1/8/2018,1/10/2018,CUT 1/13,40 STD,CMA,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,1700,1800,CUT,1/13/2018
1395224,1/8/2018,1/11/2018,CUT 1/13,40 STD,CMA,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,1700,1800,CUT,1/13/2018
1395225,1/15/2018,1/19/2018,CUT 1/20,40 STD,CMA,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,2000,2100,CUT,1/20/2018
1402513,1/13/2018,1/19/2018,ETA 1/13,40FT CONTAINER,HAPAG,IMPORT,DUBLIN,CA,94568,OAKLAND,CA,94607,28,900,1100,ETA,1/13/2018
1405226,1/19/2018,1/26/2018,ETA 12/29,20FT CONTAINER,COSCO,IMPORT,CAMP HILL,PA,17077,PITTSBURGH,PA,15148,211,2200,2500,ETA,12/29/2018
1405230,1/12/2018,1/16/2018,ETA 1/12,20FT CONTAINER,MSC,IMPORT,CAMP HILL,PA,17077,BALTIMORE,MD,21224,107,1100,1400,ETA,1/12/2018
1405236,1/9/2018,1/9/2018,ETA 1/12,20FT CONTAINER,MSC,IMPORT,CAMP HILL,PA,17077,BALTIMORE,MD,21224,107,1100,1600,ETA,1/12/2018
1405237,2/5/2018,2/6/2018,ETA 2/01,40 HC,HAPAG LLOYD,IMPORT,CLACKAMAS,OR,97015,TACOMA,WA,98421,156,2300,2900,ETA,2/1/2018
1405239,2/7/2018,2/8/2018,ETA 1/15,20FT CONTAINER,COSCO,IMPORT,CAMP HILL,PA,17077,PITTSBURGH,PA,15148,211,1900,2400,ETA,1/15/2018
1405240,2/7/2018,2/8/2018,ETA 1/15,20FT CONTAINER,COSCO,IMPORT,CAMP HILL,PA,17077,PITTSBURGH,PA,15148,211,2100,2400,ETA,1/15/2018
1405242,2/12/2018,2/14/2018,ETA 1/31,20FT CONTAINER,MOL,IMPORT,CAMP HILL,PA,17077,PITTSBURGH,PA,15148,211,2100,2400,ETA,1/31/2018
1405243,2/5/2018,2/7/2018,ETA 2/01,20FT CONTAINER,HAPAG LLOYD,IMPORT,CLACKAMAS,OR,97015,TACOMA,WA,98421,156,2300,2800,ETA,2/1/2018
1405245,2/12/2018,2/14/2018,ETA 1/31,20FT CONTAINER,MOL,IMPORT,CAMP HILL,PA,17077,PITTSBURGH,PA,15148,211,2100,2400,ETA,1/31/2018
1405265,2/14/2018,3/5/2018,ETA 2/10,20FT CONTAINER,MOL,IMPORT,CAMP HILL,PA,17077,PITTSBURGH,PA,15148,211,2400,2700,ETA,2/10/2018
1405273,2/12/2018,2/15/2018,ETA 1/19,20FT CONTAINER,COSCO,IMPORT,JACKSON,MO,63755,MEMPHIS,TN,38109,185,1200,1600,ETA,1/19/2018
1408713,1/10/2018,1/11/2018,CUT 1/13,40 STD,COSCO,EXPORT,RAYMONDVILLE,MO,65555,ST LOUIS,MO,63147,158,1600,1800,CUT,1/13/2018
1408714,1/10/2018,1/12/2018,CUT 1/13,40 STD,COSCO,EXPORT,RAYMONDVILLE,MO,65555,ST. LOUIS,MO,63147,158,1800,2000,CUT,1/13/2018
1408780,1/25/2018,1/29/2018,CUT 1/30,40 STD,APL,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,2000,2000,CUT,1/30/2018
1408919,1/3/2018,1/18/2018,ETA 1/6,40FT CONTAINER,OOCL,IMPORT,HANOVER PARK,IL,60133,ELWOOD,IL,60421,49,1400,1600,ETA,1/6/2018
1410435,1/10/2018,1/19/2018,eta 1/10,20 STD,CMA,IMPORT,VISALIA,CA,93291,SAN PEDRO,CA,90731,211,1700,1900,eta,1/10/2018
1411006,1/9/2018,1/25/2018,CUT 1/11,20FT CONTAINER,CMA CGM,EXPORT,NEWARK,NJ,7114,NEW BRITAIN,CT,6052,122,1500,1800,CUT,1/11/2018
1411065,1/9/2018,1/24/2018,CUT 1/11,40 HC,CMA,EXPORT,NEWARK,NJ,7114,NEW BRITAIN,CT,6052,122,1500,1800,CUT,1/11/2018
1411165,1/1/2018,1/4/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411174,1/1/2018,1/4/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411175,1/1/2018,1/4/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411176,1/1/2018,1/4/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,1000,1100,ETA,12/31/2018
1411177,1/1/2018,1/4/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,1100,1200,ETA,12/31/2018
1411178,1/1/2018,1/4/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411179,1/1/2018,1/3/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411180,1/1/2018,1/3/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411181,1/1/2018,1/3/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411182,1/1/2018,1/3/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411183,1/1/2018,1/3/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,900,1000,ETA,12/31/2018
1411184,1/1/2018,1/3/2018,ETA 12/31,20FT CONTAINER,MSC,IMPORT,PASADENA,TX,77507,HOUSTON,TX,77052,29,1000,1000,ETA,12/31/2018
1416661,1/4/2018,1/4/2018,CUT 12/28,20 STD,MSC,EXPORT,OXFORD,OH,45056,CINCINNATI,OH,45201,0,800,1100,CUT,12/28/2018
1416908,1/17/2018,1/24/2018,eta 1/17,20 STD,CMA,IMPORT,VISALIA,CA,93291,SAN PEDRO,CA,90731,211,1700,1900,eta,1/17/2018
1417083,1/9/2018,1/17/2018,cut 1/19,40 STD,CMA,EXPORT,RAYMONDVILLE,TX,78580,HOUSTON,TX,77013,315,2900,2600,cut,1/19/2018
1417314,1/7/2018,1/9/2018,CUT 1/12,40 STD,ZIM,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,1900,1900,CUT,1/12/2018
1419976,1/4/2018,1/4/2018,ETA 12/18,40 STD,YANG MING,IMPORT,MEQUON,WI,53092,ELWOOD,IL,60421,145,1300,1400,ETA,12/18/2018
1420351,1/2/2018,1/9/2018,CUT 1/5,40 HC,MAERSK,EXPORT,FINKSBURG,MD,21137,PHILADELPHIA,PA,19148,0,2900,3000,CUT,1/5/2018
1421219,1/2/2018,1/3/2018,ETA 12/31,20FT CONTAINER,COSCO,IMPORT,ROMEOVILLE,IL,60446,HARVEY,IL,60426,25,1500,1700,ETA,12/31/2018
1421466,2/1/2018,2/6/2018,CUT 2/7,40 HC,COSCO,EXPORT,AUSTIN,TX,78724,BARBOURS CUT,TX,77571,181,1900,2100,CUT,2/7/2018
1421475,2/1/2018,2/5/2018,CUT 2/7,40 HC,COSCO,EXPORT,AUSTIN,TX,78724,BARBOURS CUT,TX,77571,181,1800,2000,CUT,2/7/2018
1421489,2/5/2018,2/6/2018,CUT 2/7,40 HC,COSCO,EXPORT,AUSTIN,TX,78724,BARBOURS CUT,TX,77571,181,1800,1900,CUT,2/7/2018
1421517,2/1/2018,2/5/2018,CUT 2/7,40 HC,COSCO,EXPORT,AUSTIN,TX,78724,BARBOURS CUT,TX,77571,181,2500,2600,CUT,2/7/2018
1421813,1/13/2018,1/16/2018,cut 1/15,40 STD,HAPAG,EXPORT,CARTERSVILLE,GA,30121,GARDEN CITY,GA,31408,297,2000,2300,cut,1/15/2018
1422502,1/2/2018,1/5/2018,ETA 12/19,40FT CONTAINER,HAPAG,IMPORT,SHEBOYGAN FALLS,WI,53085,CHICAGO,IL,60629,149,2700,3200,ETA,12/19/2018
1422511,1/2/2018,1/3/2018,ETA 12/19,40FT CONTAINER,HAPAG,IMPORT,SHEBOYGAN FALLS,WI,53085,CHICAGO,IL,60629,149,2800,3300,ETA,12/19/2018
1422834,1/3/2018,1/3/2018,ETA 12/22,20 STD,CMA,IMPORT,LEWISPORT,KY,42351,LOUISVILLE,KY,40214,95,2500,2700,ETA,12/22/2018
1422842,1/5/2018,1/5/2018,ETA 12/22,20 STD,CMA,IMPORT,LEWISPORT,KY,42351,LOUISVILLE,KY,40214,95,2500,2600,ETA,12/22/2018
1422863,1/9/2018,1/11/2018,eta 12/22,20 STD,CMA,IMPORT,LEWISPORT,KY,42351,LOUISVILLE,KY,40214,95,2300,2500,eta,12/22/2018
1422974,1/23/2018,1/23/2018,CUT 1/25,40 HC,MAERSK,EXPORT,CHARLOTTE,NC,28205,CHARLESTON,SC,29413,0,1400,1800,CUT,1/25/2018
1422992,1/23/2018,1/25/2018,CUT 1/25,40 HC,MAERSK,EXPORT,CHARLOTTE,NC,28205,CHARLESTON,SC,29413,0,1400,1800,CUT,1/25/2018
1423140,1/15/2018,1/17/2018,CUT 1/19,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/19/2018
1423583,1/15/2018,1/17/2018,CUT 1/19,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/19/2018
1423584,1/15/2018,1/17/2018,CUT 1/19,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/19/2018
1423585,1/15/2018,1/17/2018,CUT 1/19,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/19/2018
1423586,1/15/2018,1/17/2018,CUT 1/19,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/19/2018
1423827,1/4/2018,1/11/2018,ETA 12/30,40FT CONTAINER,KLINE,IMPORT,OTTAWA,KS,66067,KANSAS CITY,KS,64161,69,1400,2300,ETA,12/30/2018
1424069,1/2/2018,1/2/2018,ETA 12/19,40 HC,COSCO,IMPORT,HAGERSTOWN,MD,21740,LONG BEACH,CA,90802,2591,1700,14500,ETA,12/19/2018
1424077,1/2/2018,1/2/2018,ETA 12/19,40 HC,COSCO,IMPORT,BRENHAM,TX,77833,LONG BEACH,CA,90802,1472,2300,11000,ETA,12/19/2018
1424104,1/2/2018,1/3/2018,ETA 12/30,40FT REEFER,MSC,IMPORT,MEDLEY,FL,33178,FORT LAUDERDALE,FL,33301,34,600,800,ETA,12/30/2018
1425085,1/2/2018,1/2/2018,ETA 12/27,40 HC,YANG MING,IMPORT,KATY,TX,77494,SAN PEDRO,CA,90731,1531,1900,9900,ETA,12/27/2018
1425835,1/18/2018,1/19/2018,CUT 1/29,20FT CONTAINER,HAMBURG SUD,EXPORT,"HYATTSVILLE,",MD,20781,BALTIMORE,MD,21224,38,1700,2100,CUT,1/29/2018
1426046,1/3/2018,1/3/2018,ETA 12/29,40 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,12/29/2018
1426057,1/3/2018,1/3/2018,ETA 12/29,40 HC,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,12/29/2018
1426068,1/3/2018,1/3/2018,ETA 12/29,40 HC,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,ETA,12/29/2018
1426187,1/3/2018,1/3/2018,eta 12/29,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,800,eta,12/29/2018
1426214,1/3/2018,1/3/2018,ETA 12/29,20 STD,MAERSK,IMPORT,PENSACOLA,FL,32514,MOBILE,AL,36603,59,700,700,ETA,12/29/2018
1426438,1/9/2018,1/10/2018,CUT 1/13,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1800,2200,CUT,1/13/2018
1426439,1/9/2018,1/11/2018,CUT 1/13,40 HC,COSCO,EXPORT,CORRY,PA,16407,WILMERDING,PA,15148,141,1900,2200,CUT,1/13/2018
1426478,1/29/2018,2/5/2018,CUT 2/4,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,2/4/2018
1426489,1/22/2018,1/24/2018,CUT 1/26,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/26/2018
1426518,1/22/2018,1/26/2018,CUT 1/26,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/26/2018
1426519,1/22/2018,1/26/2018,CUT 1/26,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/26/2018
1426520,1/22/2018,1/26/2018,CUT 1/26,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/26/2018
1426521,1/22/2018,1/26/2018,CUT 1/26,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/26/2018
1426522,1/22/2018,1/26/2018,CUT 1/26,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,1/26/2018
1426532,1/29/2018,2/5/2018,CUT 2/4,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,2/4/2018
1426533,1/29/2018,2/5/2018,CUT 2/4,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,2/4/2018
1426534,1/29/2018,2/5/2018,CUT 2/4,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,2/4/2018
1426535,1/29/2018,2/5/2018,CUT 2/4,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,2/4/2018
1426536,1/29/2018,2/5/2018,CUT 2/4,40 HC,MSC,EXPORT,FROHNA,MO,63748,ST LOUIS,MO,63147,104,1000,1300,CUT,2/4/2018
1427129,1/12/2018,1/15/2018,ETA 12/23,40 STD,EVERGREEN,IMPORT,AUGUSTA,GA,30901,MOUNT PLEASANT,SC,29464,145,1500,1700,ETA,12/23/2018
1427132,1/12/2018,1/15/2018,ETA 12/23,40 STD,EVERGREEN,IMPORT,AUGUSTA,GA,30901,MOUNT PLEASANT,SC,29464,145,1600,1800,ETA,12/23/2018
1427237,1/2/2018,1/3/2018,CUT 1/05,40 HC,APL,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1400,1600,CUT,1/5/2018
1427244,1/4/2018,1/15/2018,ETA 1/4,40 HC,CMA,IMPORT,VISALIA,CA,93291,SAN PEDRO,CA,90731,211,2000,2200,ETA,1/4/2018
1427247,1/2/2018,1/3/2018,CUT 1/05,40 HC,APL,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1500,1600,CUT,1/5/2018
1427271,1/4/2018,1/16/2018,ETA 1/4,40 STD,CMA,IMPORT,VISALIA,CA,93291,SAN PEDRO,CA,90731,211,2000,2200,ETA,1/4/2018
1428134,1/11/2018,1/23/2018,eta 1/9,20 STD,TBD,IMPORT,GREENVILLE,SC,29607,NORTH CHARLESTON,SC,29405,199,1400,1500,eta,1/9/2018
1428172,1/3/2018,1/10/2018,ETA 12/26,20 STD,EVERGREEN,IMPORT,CHARLTOTE,NC,28214,CHARLOTTE,NC,28208,5,400,600,ETA,12/26/2018
1428186,2/1/2018,2/2/2018,CUT 2/1,40 STD,OOCL,EXPORT,ALTON,MO,65606,MEMPHIS,TN,38109,169,1300,1300,CUT,2/1/2018
1428216,2/1/2018,2/7/2018,CUT 2/1,40 STD,OOCL,EXPORT,VAN BUREN,MO,63965,MEMPHIS,TN,38109,206,1400,1500,CUT,2/1/2018
1428513,1/1/2018,1/3/2018,CUT 1/5,40 STD,ZIM,EXPORT,WESTERN GROVE,AR,72685,MEMPHIS,TN,38109,260,1900,1800,CUT,1/5/2018
1428516,1/1/2018,1/3/2018,CUT 1/5,40 STD,ZIM,EXPORT,RAYMONDVILLE,MO,65555,MEMPHIS,TN,38109,254,1800,1800,CUT,1/5/2018
1428527,1/1/2018,1/4/2018,CUT 1/5,40 STD,ZIM,EXPORT,VAN BUREN,MO,63965,MEMPHIS,TN,38109,206,1500,1500,CUT,1/5/2018
1428530,1/22/2018,1/22/2018,ETA 1/20,40 HC,NYK,IMPORT,NEWNAN,GA,30265,GARDEN CITY,GA,31408,251,700,800,ETA,1/20/2018
1428532,1/1/2018,1/4/2018,CUT 1/5,40 STD,ZIM,EXPORT,VAN BUREN,MO,63965,MEMPHIS,TN,38109,206,1500,1500,CUT,1/5/2018
1428842,1/2/2018,1/8/2018,cut 12/27,40 STD,MOL,EXPORT,YOUNGSVILLE,NC,27596,NORFOLK,VA,23505,174,1300,1600,cut,12/27/2018
1428881,1/6/2018,1/16/2018,ETA 12/31,40FT CONTAINER,MAERSK,IMPORT,WOODALE,IL,60191,"CHICAGO,",IL,60636,29,900,1200,ETA,12/31/2018
1428883,1/2/2018,1/26/2018,ETA 12/31,20FT CONTAINER,MAERSK,IMPORT,WOODALE,IL,60191,"CHICAGO,",IL,60636,29,800,1100,ETA,12/31/2018
1428940,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,500,900,CUT,1/18/2018
1428941,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,600,600,CUT,1/18/2018
1428962,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,1000,1200,CUT,1/18/2018
1428964,1/3/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428968,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428970,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428971,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428972,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428974,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428975,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428976,1/11/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428977,1/11/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,700,800,CUT,1/18/2018
1428978,1/5/2018,1/18/2018,CUT 1/18,40 STD,COSCO,EXPORT,MEMPHIS,TN,38107,MEMPHIS,TN,tbd,0,600,700,CUT,1/18/2018
1429072,1/2/2018,1/2/2018,ETA 12/30,40FT CONTAINER,WAN HAI,IMPORT,KATY,TX,77494,SAN PEDRO,CA,90731,1531,1700,9700,ETA,12/30/2018
1429699,1/24/2018,1/25/2018,cut 1/26,40 STD,YANG MING,EXPORT,DUNKIRK,NY,14048,NEWARK,NJ,7114,416,3000,3100,cut,1/26/2018
1430010,1/2/2018,1/2/2018,CUT 1/2,20 STD,YML,EXPORT,WARSAW,IN,46580,ELWOOD,IL,60421,131,1700,1900,CUT,1/2/2018
1430022,1/3/2018,1/9/2018,ETA 1/03,40 Open Top,MSC,IMPORT,ONTARIO,CA,91761,TERMINAL ISLAND,CA,90731,57,2200,2600,ETA,1/3/2018
1430094,1/2/2018,12/28/2017,CUT 1/05,40 HC,COSCO,EXPORT,HALSET,TX,76052,HASLET,TX,76052,0,3700,3900,CUT,1/5/2018
1430204,1/2/2018,1/12/2018,CUT 1/12,40 HC,MSC,EXPORT,GREEN BAY,WI,54304,BEDFORD PARK,IL,60638,214,1900,2200,CUT,1/12/2018
1430229,1/4/2018,1/10/2018,CUT 1/11,40 HC,ZIM,EXPORT,TITUSVILLE,PA,16354,ELIZABETH,NJ,7201,353,3500,3800,CUT,1/11/2018
1430313,1/5/2018,1/8/2018,CUT 1/9,20 STD,YANG MING,EXPORT,NEWBURG,OR,97132,TACOMA,WA,98421,168,2300,2700,CUT,1/9/2018
1430620,1/3/2018,1/3/2018,CUT 1/06,40 HC,CMA,EXPORT,ERWIN,NC,28339,NORTH CHARLESTON,SC,29406,233,1700,1800,CUT,1/6/2018
1430661,1/3/2018,1/10/2018,CUT 1/06,40 STD,CMA,EXPORT,GARYSBURG,NC,27831,NORTH CHARLESTON,SC,29406,333,2800,2900,CUT,1/6/2018
1430747,1/3/2018,1/5/2018,CUT 1/06,40 STD,CMA,EXPORT,GREER,SC,29651,NORTH CHARLESTON,SC,29406,203,1400,1500,CUT,1/6/2018
1431512,1/31/2018,1/31/2018,ETA 12/25,20FT CONTAINER,MAERSK,IMPORT,ST ALBANS,VT,5478,NEWARK,NJ,X,0,3100,3300,ETA,12/25/2018
1433629,1/2/2018,1/3/2018,ETA 12/26,20FT CONTAINER,MAERSK,IMPORT,PERTH AMBOY,NJ,8862,NEWARK,NJ,7114,17,1000,1300,ETA,12/26/2018
1433633,1/2/2018,1/3/2018,ETA 12/26,20FT CONTAINER,MAERSK,IMPORT,PERTH AMBOY,NJ,8862,NEWARK,NJ,7114,17,1000,1300,ETA,12/26/2018
1433698,1/2/2018,1/4/2018,CUT 1/3,40 HC,HAPAG LLOYD,EXPORT,CUSTER,SD,57730,MINNEAPOLIS,MN,55418,617,3800,4700,CUT,1/3/2018
1433799,1/8/2018,1/9/2018,CUT 1/12,20FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1700,1800,CUT,1/12/2018
1433817,1/8/2018,1/9/2018,CUT 1/12,20FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1700,1800,CUT,1/12/2018
1433818,1/9/2018,1/10/2018,CUT 1/12,20FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1700,1800,CUT,1/12/2018
1433819,1/9/2018,1/10/2018,CUT 1/12,20FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1700,1800,CUT,1/12/2018
1433848,1/8/2018,1/9/2018,cut 1/12,20FT CONTAINER,MAERSK,EXPORT,STATESVILLE,NC,28625,MOUNT PLEASANT,SC,29464,257,1700,1900,cut,1/12/2018
1433853,1/3/2018,1/5/2018,ETA 12/30,40 HC,CMA,IMPORT,MIAMI,FL,33127,MIAMI,FL,33132,4,500,600,ETA,12/30/2018
1433857,1/3/2018,1/5/2018,ETA 12/30,40 HC,CMA CGM,IMPORT,MIAMI,FL,33127,MIAMI,FL,33132,4,500,600,ETA,12/30/2018
1434178,1/8/2018,1/10/2018,ETA 1/8,20 STD,COSCO,IMPORT,SNELLVILLE,GA,30039,ATLANTA,GA,30000,0,600,700,ETA,1/8/2018
1434443,1/5/2018,1/8/2018,Cut 01/11,40 HC,COSCO,EXPORT,GRANDVIEW,MO,64030,EDGERTON,KS,66021,36,700,800,Cut,1/11/2018
